value,designator,barcode,,mean,0.028377573,,,,
0.0271,U3_1,"	M0540064PI27407900V",,,,,,,
0.027,U3_1,"	M0540064PI27407901L",,,,,,,
0.0281,U3_1,"	M0540064PI274079023",,,,,,,
0.0271,U3_1,"	M0540064PI27407901N",,,,,,,
0.0279,U3_1,"	M0540064PI27407901J",,,,,,,
0.0256,U3_1,"	M0540064PI27407901R",,,,,,,
0.027,U3_1,"	M0540064PI27407902T",,,,,,,
0.0268,U3_1,"	M0540064PI274079025",,,,,,,
0.0255,U3_1,"	M0540064PI27407902S",,,,,,,
0.0273,U3_1,"	M0540064PI27407902M",,,,,,,
0.027,U3_1,"	M0540064PI27407904D",,,,,,,
0.026,U3_1,"	M0540064PI27407903Z",,,,,,,
0.0266,U3_1,"	M0540064PI274079029",,,,,,,
0.0266,U3_1,"	M0540064PI27407901C",,,,,,,
0.0272,U3_1,"	M0540064PI274079036",,,,,,,
0.0267,U3_1,"	M0540064PI274079049",,,,,,,
0.0289,U3_1,"	M0540064PI27407904E",,,,,,,
0.0275,U3_1,"	M0540064PI27407904B",,,,,,,
0.0273,U3_1,"	M0540064PI27407903P",,,,,,,
0.0271,U3_1,"	M0540064PI27407902E",,,,,,,
0.0262,U3_1,"	M0540064PI27407902C",,,,,,,
0.0271,U3_1,"	M0540064PI27407902D",,,,,,,
0.0271,U3_1,"	M0540064PI27407902A",,,,,,,
0.0257,U3_1,"	M0540064PI27407904J",,,,,,,
0.0307,U3_1,"	M0540064PI274079021",,,,,,,
0.0279,U3_1,"	M0540064PI27407904K",,,,,,,
0.026,U3_1,"	M0540064PI27407904M",,,,,,,
0.0269,U3_1,"	M0540064PI27407904N",,,,,,,
0.0271,U3_1,"	M0540064PI27407904G",,,,,,,
0.0276,U3_1,"	M0540064PI27407904H",,,,,,,
0.0276,U3_1,"	M0540064PI27407900J",,,,,,,
0.0284,U3_1,"	M0540064PI27407901D",,,,,,,
0.0271,U3_1,"	M0540064PI274079022",,,,,,,
0.0268,U3_1,"	M0540064PI274079026",,,,,,,
0.026,U3_1,"	M0540064PI274079045",,,,,,,
0.0262,U3_1,"	M0540064PI27407904C",,,,,,,
0.0268,U3_1,"	M0540064PI27407904A",,,,,,,
0.0272,U3_1,"	M0540064PI27407902K",,,,,,,
0.0266,U3_1,"	M0540064PI27407902L",,,,,,,
0.0272,U3_1,"	M0540064PI27407902J",,,,,,,
0.0265,U3_1,"	M0540064PI27407902V",,,,,,,
0.028,U3_1,"	M0540064PI27407904F",,,,,,,
0.0261,U3_1,"	M0540064PI274079048",,,,,,,
0.0276,U3_1,"	M0540064PI274079042",,,,,,,
0.0279,U3_1,"	M0540064PI274079040",,,,,,,
0.0273,U3_1,"	M0540064PI274079047",,,,,,,
0.0273,U3_1,"	M0540064PI274079043",,,,,,,
0.0272,U3_1,"	M0540064PI27407903Y",,,,,,,
0.027,U3_1,"	M0540064PI274079046",,,,,,,
0.0274,U3_1,"	M0540064PI27407903U",,,,,,,
0.0269,U3_1,"	M0540064PI27407903R",,,,,,,
0.0277,U3_1,"	M0540064PI27407901Z",,,,,,,
0.0272,U3_1,"	M0540064PI27407903K",,,,,,,
0.0271,U3_1,"	M0540064PI27407903C",,,,,,,
0.0272,U3_1,"	M0540064PI27407903F",,,,,,,
