value,designator,barcode,,mean,0.164993062,,,,
0.1798,UD8_1,"	M0540064PI27407900B",,,,,,,
0.1722,UD8_1,"	M0540064PI27407900C",,,,,,,
0.1842,UD8_1,"	M0540064PI274079001",,,,,,,
0.167,UD8_1,"	M0540064PI27407900Z",,,,,,,
0.1625,UD8_1,"	M0540064PI274079013",,,,,,,
0.1953,UD8_1,"	M0540064PI27407900H",,,,,,,
0.1677,UD8_1,"	M0540064PI274079017",,,,,,,
0.1656,UD8_1,"	M0540064PI274079012",,,,,,,
0.1687,UD8_1,"	M0540064PI274079010",,,,,,,
0.1882,UD8_1,"	M0540064PI274079009",,,,,,,
0.1561,UD8_1,"	M0540064PI27407901K",,,,,,,
0.1794,UD8_1,"	M0540064PI274079008",,,,,,,
0.1666,UD8_1,"	M0540064PI274079007",,,,,,,
0.1644,UD8_1,"	M0540064PI274079016",,,,,,,
0.1747,UD8_1,"	M0540064PI274079003",,,,,,,
0.1556,UD8_1,"	M0540064PI274079011",,,,,,,
0.1729,UD8_1,"	M0540064PI27407900E",,,,,,,
0.1589,UD8_1,"	M0540064PI27407900N",,,,,,,
0.174,UD8_1,"	M0540064PI274079033",,,,,,,
0.1675,UD8_1,"	M0540064PI27407902X",,,,,,,
0.1838,UD8_1,"	M0540064PI27407902U",,,,,,,
0.1606,UD8_1,"	M0540064PI27407902N",,,,,,,
0.1649,UD8_1,"	M0540064PI27407901X",,,,,,,
0.1667,UD8_1,"	M0540064PI27407901W",,,,,,,
0.1684,UD8_1,"	M0540064PI274079028",,,,,,,
0.1928,UD8_1,"	M0540064PI27407901V",,,,,,,
0.1694,UD8_1,"	M0540064PI274079019",,,,,,,
0.1927,UD8_1,"	M0540064PI27407901M",,,,,,,
0.1558,UD8_1,"	M0540064PI27407901P",,,,,,,
0.1797,UD8_1,"	M0540064PI27407901U",,,,,,,
0.17,UD8_1,"	M0540064PI274079020",,,,,,,
0.1711,UD8_1,"	M0540064PI27407900S",,,,,,,
0.1831,UD8_1,"	M0540064PI27407900V",,,,,,,
0.1724,UD8_1,"	M0540064PI27407901L",,,,,,,
0.1833,UD8_1,"	M0540064PI274079023",,,,,,,
0.1659,UD8_1,"	M0540064PI27407901N",,,,,,,
0.1756,UD8_1,"	M0540064PI27407901J",,,,,,,
0.1513,UD8_1,"	M0540064PI27407901R",,,,,,,
0.1726,UD8_1,"	M0540064PI27407902T",,,,,,,
0.1628,UD8_1,"	M0540064PI274079025",,,,,,,
0.1833,UD8_1,"	M0540064PI27407902S",,,,,,,
0.1601,UD8_1,"	M0540064PI27407902M",,,,,,,
0.1617,UD8_1,"	M0540064PI27407904D",,,,,,,
0.1679,UD8_1,"	M0540064PI27407903Z",,,,,,,
0.1736,UD8_1,"	M0540064PI274079029",,,,,,,
0.1448,UD8_1,"	M0540064PI27407901C",,,,,,,
0.1768,UD8_1,"	M0540064PI274079036",,,,,,,
0.1685,UD8_1,"	M0540064PI274079049",,,,,,,
0.1675,UD8_1,"	M0540064PI27407904E",,,,,,,
0.1498,UD8_1,"	M0540064PI27407904B",,,,,,,
0.1729,UD8_1,"	M0540064PI27407903P",,,,,,,
0.1636,UD8_1,"	M0540064PI27407902E",,,,,,,
0.1641,UD8_1,"	M0540064PI27407902C",,,,,,,
0.1665,UD8_1,"	M0540064PI27407902D",,,,,,,
0.1719,UD8_1,"	M0540064PI27407902A",,,,,,,
0.1612,UD8_1,"	M0540064PI27407904J",,,,,,,
0.1375,UD8_1,"	M0540064PI274079021",,,,,,,
0.1786,UD8_1,"	M0540064PI27407904K",,,,,,,
0.1633,UD8_1,"	M0540064PI27407904M",,,,,,,
0.1739,UD8_1,"	M0540064PI27407904N",,,,,,,
0.1593,UD8_1,"	M0540064PI27407904G",,,,,,,
0.175,UD8_1,"	M0540064PI27407904H",,,,,,,
0.1662,UD8_1,"	M0540064PI27407900J",,,,,,,
0.1787,UD8_1,"	M0540064PI27407901D",,,,,,,
0.1698,UD8_1,"	M0540064PI274079022",,,,,,,
0.1852,UD8_1,"	M0540064PI274079026",,,,,,,
0.1627,UD8_1,"	M0540064PI274079045",,,,,,,
0.1869,UD8_1,"	M0540064PI27407904C",,,,,,,
0.158,UD8_1,"	M0540064PI27407904A",,,,,,,
0.1643,UD8_1,"	M0540064PI27407902K",,,,,,,
0.1664,UD8_1,"	M0540064PI27407902L",,,,,,,
0.1539,UD8_1,"	M0540064PI27407902J",,,,,,,
0.2002,UD8_1,"	M0540064PI27407902V",,,,,,,
0.1878,UD8_1,"	M0540064PI27407904F",,,,,,,
0.1736,UD8_1,"	M0540064PI274079048",,,,,,,
0.1587,UD8_1,"	M0540064PI274079042",,,,,,,
0.1733,UD8_1,"	M0540064PI274079040",,,,,,,
0.2042,UD8_1,"	M0540064PI274079047",,,,,,,
0.1795,UD8_1,"	M0540064PI274079043",,,,,,,
0.1738,UD8_1,"	M0540064PI27407903Y",,,,,,,
0.1575,UD8_1,"	M0540064PI274079046",,,,,,,
0.1701,UD8_1,"	M0540064PI27407903U",,,,,,,
0.1609,UD8_1,"	M0540064PI27407903R",,,,,,,
0.1536,UD8_1,"	M0540064PI27407901Z",,,,,,,
0.1629,UD8_1,"	M0540064PI27407903K",,,,,,,
0.1704,UD8_1,"	M0540064PI27407903C",,,,,,,
0.1441,UD8_1,"	M0540064PI27407903F",,,,,,,
0.1568,UD8_1,"	M0540064PI27407903D",,,,,,,
0.1713,UD8_1,"	M0540064PI27407902R",,,,,,,
0.2061,UD8_1,"	M0540064PI274079044",,,,,,,
0.1753,UD8_1,"	M0540064PI27407901S",,,,,,,
0.1892,UD8_1,"	M0540064PI27407900A",,,,,,,
0.1737,UD8_1,"	M0540064PI27407902Y",,,,,,,
0.1714,UD8_1,"	M0540064PI27407900F",,,,,,,
0.1613,UD8_1,"	M0540064PI27407901E",,,,,,,
0.1673,UD8_1,"	M0540064PI27407901F",,,,,,,
0.1669,UD8_1,"	M0540064PI27407900W",,,,,,,
0.1721,UD8_1,"	M0540064PI27407900Y",,,,,,,
0.1636,UD8_1,"	M0540064PI27407900D",,,,,,,
0.1701,UD8_1,"	M0540064PI27407901G",,,,,,,
0.1786,UD8_1,"	M0540064PI27407900B",,,,,,,
0.1593,UD8_1,"	M0540064PI27407900C",,,,,,,
0.1734,UD8_1,"	M0540064PI274079001",,,,,,,
0.1912,UD8_1,"	M0540064PI27407900Z",,,,,,,
0.1615,UD8_1,"	M0540064PI274079013",,,,,,,
0.1903,UD8_1,"	M0540064PI27407900H",,,,,,,
0.1696,UD8_1,"	M0540064PI274079017",,,,,,,
0.1754,UD8_1,"	M0540064PI274079012",,,,,,,
0.1742,UD8_1,"	M0540064PI274079010",,,,,,,
0.1715,UD8_1,"	M0540064PI274079009",,,,,,,
0.1695,UD8_1,"	M0540064PI27407901K",,,,,,,
0.1632,UD8_1,"	M0540064PI274079008",,,,,,,
0.1667,UD8_1,"	M0540064PI274079007",,,,,,,
0.1534,UD8_1,"	M0540064PI274079016",,,,,,,
0.1571,UD8_1,"	M0540064PI274079003",,,,,,,
0.156,UD8_1,"	M0540064PI274079011",,,,,,,
0.1882,UD8_1,"	M0540064PI27407900E",,,,,,,
0.1769,UD8_1,"	M0540064PI27407900N",,,,,,,
0.1814,UD8_1,"	M0540064PI274079033",,,,,,,
0.156,UD8_1,"	M0540064PI27407902X",,,,,,,
0.1955,UD8_1,"	M0540064PI27407902U",,,,,,,
0.164,UD8_1,"	M0540064PI27407902N",,,,,,,
0.1677,UD8_1,"	M0540064PI27407901X",,,,,,,
0.1602,UD8_1,"	M0540064PI27407901W",,,,,,,
0.1868,UD8_1,"	M0540064PI274079028",,,,,,,
0.1733,UD8_1,"	M0540064PI27407901V",,,,,,,
0.158,UD8_1,"	M0540064PI274079019",,,,,,,
0.1955,UD8_1,"	M0540064PI27407901M",,,,,,,
0.1529,UD8_1,"	M0540064PI27407901P",,,,,,,
0.1703,UD8_1,"	M0540064PI27407901U",,,,,,,
0.1681,UD8_1,"	M0540064PI274079020",,,,,,,
0.1668,UD8_1,"	M0540064PI27407900S",,,,,,,
0.2018,UD8_1,"	M0540064PI27407900V",,,,,,,
0.1482,UD8_1,"	M0540064PI27407901L",,,,,,,
0.1867,UD8_1,"	M0540064PI274079023",,,,,,,
0.1616,UD8_1,"	M0540064PI27407901N",,,,,,,
0.162,UD8_1,"	M0540064PI27407901J",,,,,,,
0.1662,UD8_1,"	M0540064PI27407901R",,,,,,,
0.1539,UD8_1,"	M0540064PI27407902T",,,,,,,
0.1679,UD8_1,"	M0540064PI274079025",,,,,,,
0.1696,UD8_1,"	M0540064PI27407902S",,,,,,,
0.1634,UD8_1,"	M0540064PI27407902M",,,,,,,
0.1654,UD8_1,"	M0540064PI27407904D",,,,,,,
0.1665,UD8_1,"	M0540064PI27407903Z",,,,,,,
0.1718,UD8_1,"	M0540064PI274079029",,,,,,,
0.1397,UD8_1,"	M0540064PI27407901C",,,,,,,
0.1699,UD8_1,"	M0540064PI274079036",,,,,,,
0.1913,UD8_1,"	M0540064PI274079049",,,,,,,
0.1643,UD8_1,"	M0540064PI27407904E",,,,,,,
0.1478,UD8_1,"	M0540064PI27407904B",,,,,,,
0.1734,UD8_1,"	M0540064PI27407903P",,,,,,,
0.1753,UD8_1,"	M0540064PI27407902E",,,,,,,
0.1766,UD8_1,"	M0540064PI27407902C",,,,,,,
0.1729,UD8_1,"	M0540064PI27407902D",,,,,,,
0.1722,UD8_1,"	M0540064PI27407902A",,,,,,,
0.1564,UD8_1,"	M0540064PI27407904J",,,,,,,
0.1369,UD8_1,"	M0540064PI274079021",,,,,,,
0.1702,UD8_1,"	M0540064PI27407904K",,,,,,,
0.1527,UD8_1,"	M0540064PI27407904M",,,,,,,
0.1641,UD8_1,"	M0540064PI27407904N",,,,,,,
0.1491,UD8_1,"	M0540064PI27407904G",,,,,,,
0.1783,UD8_1,"	M0540064PI27407904H",,,,,,,
0.1648,UD8_1,"	M0540064PI27407900J",,,,,,,
0.1829,UD8_1,"	M0540064PI27407901D",,,,,,,
0.1608,UD8_1,"	M0540064PI274079022",,,,,,,
0.195,UD8_1,"	M0540064PI274079026",,,,,,,
0.1655,UD8_1,"	M0540064PI274079045",,,,,,,
0.1891,UD8_1,"	M0540064PI27407904C",,,,,,,
0.2034,UD8_1,"	M0540064PI27407904A",,,,,,,
0.163,UD8_1,"	M0540064PI27407902K",,,,,,,
0.1765,UD8_1,"	M0540064PI27407902L",,,,,,,
0.1633,UD8_1,"	M0540064PI27407902J",,,,,,,
0.2039,UD8_1,"	M0540064PI27407902V",,,,,,,
0.1961,UD8_1,"	M0540064PI27407904F",,,,,,,
0.1686,UD8_1,"	M0540064PI274079048",,,,,,,
0.1575,UD8_1,"	M0540064PI274079042",,,,,,,
0.1552,UD8_1,"	M0540064PI274079040",,,,,,,
0.1846,UD8_1,"	M0540064PI274079047",,,,,,,
0.1843,UD8_1,"	M0540064PI274079043",,,,,,,
0.1737,UD8_1,"	M0540064PI27407903Y",,,,,,,
0.1556,UD8_1,"	M0540064PI274079046",,,,,,,
0.1749,UD8_1,"	M0540064PI27407903U",,,,,,,
0.157,UD8_1,"	M0540064PI27407903R",,,,,,,
0.1655,UD8_1,"	M0540064PI27407901Z",,,,,,,
0.1432,UD8_1,"	M0540064PI27407903K",,,,,,,
0.1746,UD8_1,"	M0540064PI27407903C",,,,,,,
0.1449,UD8_1,"	M0540064PI27407903F",,,,,,,
0.1534,UD8_1,"	M0540064PI27407903D",,,,,,,
0.167,UD8_1,"	M0540064PI27407902R",,,,,,,
0.2394,UD8_1,"	M0540064PI274079044",,,,,,,
0.1694,UD8_1,"	M0540064PI27407901S",,,,,,,
0.1675,UD8_1,"	M0540064PI27407900A",,,,,,,
0.1687,UD8_1,"	M0540064PI27407902Y",,,,,,,
0.1641,UD8_1,"	M0540064PI27407900F",,,,,,,
0.1488,UD8_1,"	M0540064PI27407901E",,,,,,,
0.1618,UD8_1,"	M0540064PI27407901F",,,,,,,
0.1703,UD8_1,"	M0540064PI27407900W",,,,,,,
0.1723,UD8_1,"	M0540064PI27407900Y",,,,,,,
0.1654,UD8_1,"	M0540064PI27407900D",,,,,,,
0.1558,UD8_1,"	M0540064PI27407901G",,,,,,,
0.1724,UD8_1,"	M0540064PI27407900B",,,,,,,
0.1739,UD8_1,"	M0540064PI27407900C",,,,,,,
0.1798,UD8_1,"	M0540064PI274079001",,,,,,,
0.1638,UD8_1,"	M0540064PI27407900Z",,,,,,,
0.1612,UD8_1,"	M0540064PI274079013",,,,,,,
0.181,UD8_1,"	M0540064PI27407900H",,,,,,,
0.1674,UD8_1,"	M0540064PI274079017",,,,,,,
0.1632,UD8_1,"	M0540064PI274079012",,,,,,,
0.162,UD8_1,"	M0540064PI274079010",,,,,,,
0.1703,UD8_1,"	M0540064PI274079009",,,,,,,
0.1602,UD8_1,"	M0540064PI27407901K",,,,,,,
0.1525,UD8_1,"	M0540064PI274079008",,,,,,,
0.1705,UD8_1,"	M0540064PI274079007",,,,,,,
0.1471,UD8_1,"	M0540064PI274079016",,,,,,,
0.1534,UD8_1,"	M0540064PI274079003",,,,,,,
0.1592,UD8_1,"	M0540064PI274079011",,,,,,,
0.1775,UD8_1,"	M0540064PI27407900E",,,,,,,
0.1495,UD8_1,"	M0540064PI27407900N",,,,,,,
0.1664,UD8_1,"	M0540064PI274079033",,,,,,,
0.1613,UD8_1,"	M0540064PI27407902X",,,,,,,
0.1665,UD8_1,"	M0540064PI27407902U",,,,,,,
0.1688,UD8_1,"	M0540064PI27407902N",,,,,,,
0.1411,UD8_1,"	M0540064PI27407901X",,,,,,,
0.1607,UD8_1,"	M0540064PI27407901W",,,,,,,
0.1639,UD8_1,"	M0540064PI274079028",,,,,,,
0.1636,UD8_1,"	M0540064PI27407901V",,,,,,,
0.1606,UD8_1,"	M0540064PI274079019",,,,,,,
0.1881,UD8_1,"	M0540064PI27407901M",,,,,,,
0.1529,UD8_1,"	M0540064PI27407901P",,,,,,,
0.1509,UD8_1,"	M0540064PI27407901U",,,,,,,
0.1626,UD8_1,"	M0540064PI274079020",,,,,,,
0.1485,UD8_1,"	M0540064PI27407900S",,,,,,,
0.1764,UD8_1,"	M0540064PI27407900V",,,,,,,
0.1478,UD8_1,"	M0540064PI27407901L",,,,,,,
0.1812,UD8_1,"	M0540064PI274079023",,,,,,,
0.154,UD8_1,"	M0540064PI27407901N",,,,,,,
0.1598,UD8_1,"	M0540064PI27407901J",,,,,,,
0.1473,UD8_1,"	M0540064PI27407901R",,,,,,,
0.1497,UD8_1,"	M0540064PI27407902T",,,,,,,
0.1594,UD8_1,"	M0540064PI274079025",,,,,,,
0.1651,UD8_1,"	M0540064PI27407902S",,,,,,,
0.1452,UD8_1,"	M0540064PI27407902M",,,,,,,
0.1599,UD8_1,"	M0540064PI27407904D",,,,,,,
0.1578,UD8_1,"	M0540064PI27407903Z",,,,,,,
0.1817,UD8_1,"	M0540064PI274079029",,,,,,,
0.1675,UD8_1,"	M0540064PI27407901C",,,,,,,
0.1486,UD8_1,"	M0540064PI274079036",,,,,,,
0.1658,UD8_1,"	M0540064PI274079049",,,,,,,
0.1575,UD8_1,"	M0540064PI27407904E",,,,,,,
0.1382,UD8_1,"	M0540064PI27407904B",,,,,,,
0.1658,UD8_1,"	M0540064PI27407903P",,,,,,,
0.1504,UD8_1,"	M0540064PI27407902E",,,,,,,
0.1641,UD8_1,"	M0540064PI27407902C",,,,,,,
0.1579,UD8_1,"	M0540064PI27407902D",,,,,,,
0.1566,UD8_1,"	M0540064PI27407902A",,,,,,,
0.1562,UD8_1,"	M0540064PI27407904J",,,,,,,
0.1279,UD8_1,"	M0540064PI274079021",,,,,,,
0.1654,UD8_1,"	M0540064PI27407904K",,,,,,,
0.1505,UD8_1,"	M0540064PI27407904M",,,,,,,
0.1741,UD8_1,"	M0540064PI27407904N",,,,,,,
0.1517,UD8_1,"	M0540064PI27407904G",,,,,,,
0.166,UD8_1,"	M0540064PI27407904H",,,,,,,
0.1499,UD8_1,"	M0540064PI27407900J",,,,,,,
0.1893,UD8_1,"	M0540064PI27407901D",,,,,,,
0.1498,UD8_1,"	M0540064PI274079022",,,,,,,
0.1752,UD8_1,"	M0540064PI274079026",,,,,,,
0.1583,UD8_1,"	M0540064PI274079045",,,,,,,
0.1808,UD8_1,"	M0540064PI27407904C",,,,,,,
0.2105,UD8_1,"	M0540064PI27407904A",,,,,,,
0.1644,UD8_1,"	M0540064PI27407902K",,,,,,,
0.1667,UD8_1,"	M0540064PI27407902L",,,,,,,
0.1428,UD8_1,"	M0540064PI27407902J",,,,,,,
0.1897,UD8_1,"	M0540064PI27407902V",,,,,,,
0.178,UD8_1,"	M0540064PI27407904F",,,,,,,
0.1624,UD8_1,"	M0540064PI274079048",,,,,,,
0.1539,UD8_1,"	M0540064PI274079042",,,,,,,
0.1526,UD8_1,"	M0540064PI274079040",,,,,,,
0.184,UD8_1,"	M0540064PI274079047",,,,,,,
0.171,UD8_1,"	M0540064PI274079043",,,,,,,
0.1629,UD8_1,"	M0540064PI27407903Y",,,,,,,
0.1486,UD8_1,"	M0540064PI274079046",,,,,,,
0.1729,UD8_1,"	M0540064PI27407903U",,,,,,,
0.154,UD8_1,"	M0540064PI27407903R",,,,,,,
0.1561,UD8_1,"	M0540064PI27407901Z",,,,,,,
0.1375,UD8_1,"	M0540064PI27407903K",,,,,,,
0.1663,UD8_1,"	M0540064PI27407903C",,,,,,,
0.1406,UD8_1,"	M0540064PI27407903F",,,,,,,
0.1314,UD8_1,"	M0540064PI27407903D",,,,,,,
0.1637,UD8_1,"	M0540064PI27407902R",,,,,,,
0.199,UD8_1,"	M0540064PI274079044",,,,,,,
0.1679,UD8_1,"	M0540064PI27407901S",,,,,,,
0.1775,UD8_1,"	M0540064PI27407900A",,,,,,,
0.1716,UD8_1,"	M0540064PI27407902Y",,,,,,,
0.1738,UD8_1,"	M0540064PI27407900F",,,,,,,
0.154,UD8_1,"	M0540064PI27407901E",,,,,,,
0.1681,UD8_1,"	M0540064PI27407901F",,,,,,,
0.1628,UD8_1,"	M0540064PI27407900W",,,,,,,
0.1807,UD8_1,"	M0540064PI27407900Y",,,,,,,
0.1666,UD8_1,"	M0540064PI27407900D",,,,,,,
0.1681,UD8_1,"	M0540064PI27407901G",,,,,,,
0.1691,UD8_1,"	M0540064PI27407900B",,,,,,,
0.1621,UD8_1,"	M0540064PI27407900C",,,,,,,
0.1821,UD8_1,"	M0540064PI274079001",,,,,,,
0.1735,UD8_1,"	M0540064PI27407900Z",,,,,,,
0.1577,UD8_1,"	M0540064PI274079013",,,,,,,
0.1939,UD8_1,"	M0540064PI27407900H",,,,,,,
0.1612,UD8_1,"	M0540064PI274079017",,,,,,,
0.1626,UD8_1,"	M0540064PI274079012",,,,,,,
0.1668,UD8_1,"	M0540064PI274079010",,,,,,,
0.1679,UD8_1,"	M0540064PI274079009",,,,,,,
0.1688,UD8_1,"	M0540064PI27407901K",,,,,,,
0.1694,UD8_1,"	M0540064PI274079008",,,,,,,
0.1642,UD8_1,"	M0540064PI274079007",,,,,,,
0.1559,UD8_1,"	M0540064PI274079016",,,,,,,
0.1697,UD8_1,"	M0540064PI274079003",,,,,,,
0.1577,UD8_1,"	M0540064PI274079011",,,,,,,
0.1777,UD8_1,"	M0540064PI27407900E",,,,,,,
0.1614,UD8_1,"	M0540064PI27407900N",,,,,,,
0.1912,UD8_1,"	M0540064PI274079033",,,,,,,
0.1655,UD8_1,"	M0540064PI27407902X",,,,,,,
0.1775,UD8_1,"	M0540064PI27407902U",,,,,,,
0.1711,UD8_1,"	M0540064PI27407902N",,,,,,,
0.1478,UD8_1,"	M0540064PI27407901X",,,,,,,
0.1623,UD8_1,"	M0540064PI27407901W",,,,,,,
0.1778,UD8_1,"	M0540064PI274079028",,,,,,,
0.174,UD8_1,"	M0540064PI27407901V",,,,,,,
0.159,UD8_1,"	M0540064PI274079019",,,,,,,
0.1966,UD8_1,"	M0540064PI27407901M",,,,,,,
0.1621,UD8_1,"	M0540064PI27407901P",,,,,,,
0.1613,UD8_1,"	M0540064PI27407901U",,,,,,,
0.1675,UD8_1,"	M0540064PI274079020",,,,,,,
0.167,UD8_1,"	M0540064PI27407900S",,,,,,,
0.1912,UD8_1,"	M0540064PI27407900V",,,,,,,
0.155,UD8_1,"	M0540064PI27407901L",,,,,,,
0.1913,UD8_1,"	M0540064PI274079023",,,,,,,
0.1633,UD8_1,"	M0540064PI27407901N",,,,,,,
0.1683,UD8_1,"	M0540064PI27407901J",,,,,,,
0.1548,UD8_1,"	M0540064PI27407901R",,,,,,,
0.1685,UD8_1,"	M0540064PI27407902T",,,,,,,
0.171,UD8_1,"	M0540064PI274079025",,,,,,,
0.1528,UD8_1,"	M0540064PI27407902S",,,,,,,
0.1681,UD8_1,"	M0540064PI27407902M",,,,,,,
0.156,UD8_1,"	M0540064PI27407904D",,,,,,,
0.1744,UD8_1,"	M0540064PI27407903Z",,,,,,,
0.178,UD8_1,"	M0540064PI274079029",,,,,,,
0.1569,UD8_1,"	M0540064PI27407901C",,,,,,,
0.1619,UD8_1,"	M0540064PI274079036",,,,,,,
0.1755,UD8_1,"	M0540064PI274079049",,,,,,,
0.1642,UD8_1,"	M0540064PI27407904E",,,,,,,
0.1449,UD8_1,"	M0540064PI27407904B",,,,,,,
0.1747,UD8_1,"	M0540064PI27407903P",,,,,,,
0.1536,UD8_1,"	M0540064PI27407902E",,,,,,,
0.1799,UD8_1,"	M0540064PI27407902C",,,,,,,
0.167,UD8_1,"	M0540064PI27407902D",,,,,,,
0.1557,UD8_1,"	M0540064PI27407902A",,,,,,,
0.1585,UD8_1,"	M0540064PI27407904J",,,,,,,
0.1263,UD8_1,"	M0540064PI274079021",,,,,,,
0.1656,UD8_1,"	M0540064PI27407904K",,,,,,,
0.1519,UD8_1,"	M0540064PI27407904M",,,,,,,
0.1681,UD8_1,"	M0540064PI27407904N",,,,,,,
0.1518,UD8_1,"	M0540064PI27407904G",,,,,,,
0.1681,UD8_1,"	M0540064PI27407904H",,,,,,,
0.1549,UD8_1,"	M0540064PI27407900J",,,,,,,
0.1795,UD8_1,"	M0540064PI27407901D",,,,,,,
0.1663,UD8_1,"	M0540064PI274079022",,,,,,,
0.186,UD8_1,"	M0540064PI274079026",,,,,,,
0.1679,UD8_1,"	M0540064PI274079045",,,,,,,
0.1793,UD8_1,"	M0540064PI27407904C",,,,,,,
0.1981,UD8_1,"	M0540064PI27407904A",,,,,,,
0.1713,UD8_1,"	M0540064PI27407902K",,,,,,,
0.1756,UD8_1,"	M0540064PI27407902L",,,,,,,
0.1412,UD8_1,"	M0540064PI27407902J",,,,,,,
0.2018,UD8_1,"	M0540064PI27407902V",,,,,,,
0.1997,UD8_1,"	M0540064PI27407904F",,,,,,,
0.169,UD8_1,"	M0540064PI274079048",,,,,,,
0.1714,UD8_1,"	M0540064PI274079042",,,,,,,
0.1607,UD8_1,"	M0540064PI274079040",,,,,,,
0.1871,UD8_1,"	M0540064PI274079047",,,,,,,
0.1787,UD8_1,"	M0540064PI274079043",,,,,,,
0.1753,UD8_1,"	M0540064PI27407903Y",,,,,,,
0.1566,UD8_1,"	M0540064PI274079046",,,,,,,
0.1758,UD8_1,"	M0540064PI27407903U",,,,,,,
0.1647,UD8_1,"	M0540064PI27407903R",,,,,,,
0.1654,UD8_1,"	M0540064PI27407901Z",,,,,,,
0.1542,UD8_1,"	M0540064PI27407903K",,,,,,,
0.1737,UD8_1,"	M0540064PI27407903C",,,,,,,
0.1502,UD8_1,"	M0540064PI27407903F",,,,,,,
0.145,UD8_1,"	M0540064PI27407903D",,,,,,,
0.1691,UD8_1,"	M0540064PI27407902R",,,,,,,
0.2138,UD8_1,"	M0540064PI274079044",,,,,,,
0.176,UD8_1,"	M0540064PI27407901S",,,,,,,
0.1761,UD8_1,"	M0540064PI27407900A",,,,,,,
0.1718,UD8_1,"	M0540064PI27407902Y",,,,,,,
0.1643,UD8_1,"	M0540064PI27407900F",,,,,,,
0.1411,UD8_1,"	M0540064PI27407901E",,,,,,,
0.1689,UD8_1,"	M0540064PI27407901F",,,,,,,
0.1605,UD8_1,"	M0540064PI27407900W",,,,,,,
0.1719,UD8_1,"	M0540064PI27407900Y",,,,,,,
0.1596,UD8_1,"	M0540064PI27407900D",,,,,,,
0.1623,UD8_1,"	M0540064PI27407901G",,,,,,,
0.1729,UD8_1,"	M0540064PI27407900B",,,,,,,
0.1641,UD8_1,"	M0540064PI27407900C",,,,,,,
0.1577,UD8_1,"	M0540064PI274079001",,,,,,,
0.1626,UD8_1,"	M0540064PI27407900Z",,,,,,,
0.1517,UD8_1,"	M0540064PI274079013",,,,,,,
0.1772,UD8_1,"	M0540064PI27407900H",,,,,,,
0.1714,UD8_1,"	M0540064PI274079017",,,,,,,
0.1665,UD8_1,"	M0540064PI274079012",,,,,,,
0.1622,UD8_1,"	M0540064PI274079010",,,,,,,
0.1652,UD8_1,"	M0540064PI274079009",,,,,,,
0.1628,UD8_1,"	M0540064PI27407901K",,,,,,,
0.149,UD8_1,"	M0540064PI274079008",,,,,,,
0.1745,UD8_1,"	M0540064PI274079007",,,,,,,
0.1398,UD8_1,"	M0540064PI274079016",,,,,,,
0.1597,UD8_1,"	M0540064PI274079003",,,,,,,
0.1573,UD8_1,"	M0540064PI274079011",,,,,,,
0.1741,UD8_1,"	M0540064PI27407900E",,,,,,,
0.153,UD8_1,"	M0540064PI27407900N",,,,,,,
0.1663,UD8_1,"	M0540064PI274079033",,,,,,,
0.1561,UD8_1,"	M0540064PI27407902X",,,,,,,
0.1585,UD8_1,"	M0540064PI27407902U",,,,,,,
0.1676,UD8_1,"	M0540064PI27407902N",,,,,,,
0.1463,UD8_1,"	M0540064PI27407901X",,,,,,,
0.1573,UD8_1,"	M0540064PI27407901W",,,,,,,
0.1674,UD8_1,"	M0540064PI274079028",,,,,,,
0.1707,UD8_1,"	M0540064PI27407901V",,,,,,,
0.1585,UD8_1,"	M0540064PI274079019",,,,,,,
0.1816,UD8_1,"	M0540064PI27407901M",,,,,,,
0.1437,UD8_1,"	M0540064PI27407901P",,,,,,,
0.156,UD8_1,"	M0540064PI27407901U",,,,,,,
0.1587,UD8_1,"	M0540064PI274079020",,,,,,,
0.1454,UD8_1,"	M0540064PI27407900S",,,,,,,
0.1894,UD8_1,"	M0540064PI27407900V",,,,,,,
0.1476,UD8_1,"	M0540064PI27407901L",,,,,,,
0.1755,UD8_1,"	M0540064PI274079023",,,,,,,
0.1549,UD8_1,"	M0540064PI27407901N",,,,,,,
0.1683,UD8_1,"	M0540064PI27407901J",,,,,,,
0.1482,UD8_1,"	M0540064PI27407901R",,,,,,,
0.1538,UD8_1,"	M0540064PI27407902T",,,,,,,
0.1603,UD8_1,"	M0540064PI274079025",,,,,,,
0.1629,UD8_1,"	M0540064PI27407902S",,,,,,,
0.1426,UD8_1,"	M0540064PI27407902M",,,,,,,
0.1617,UD8_1,"	M0540064PI27407904D",,,,,,,
0.1553,UD8_1,"	M0540064PI27407903Z",,,,,,,
0.167,UD8_1,"	M0540064PI274079029",,,,,,,
0.1303,UD8_1,"	M0540064PI27407901C",,,,,,,
0.1586,UD8_1,"	M0540064PI274079036",,,,,,,
0.1667,UD8_1,"	M0540064PI274079049",,,,,,,
0.1579,UD8_1,"	M0540064PI27407904E",,,,,,,
0.1392,UD8_1,"	M0540064PI27407904B",,,,,,,
0.1688,UD8_1,"	M0540064PI27407903P",,,,,,,
0.1531,UD8_1,"	M0540064PI27407902E",,,,,,,
0.1674,UD8_1,"	M0540064PI27407902C",,,,,,,
0.1495,UD8_1,"	M0540064PI27407902D",,,,,,,
0.1519,UD8_1,"	M0540064PI27407902A",,,,,,,
