value,designator,barcode,,mean,0.164993062,,,,
0.1761,UD8_1,"	M0540064PI274079047",,,,,,,
0.1707,UD8_1,"	M0540064PI274079043",,,,,,,
0.164,UD8_1,"	M0540064PI27407903Y",,,,,,,
0.1476,UD8_1,"	M0540064PI274079046",,,,,,,
0.1686,UD8_1,"	M0540064PI27407903U",,,,,,,
0.1657,UD8_1,"	M0540064PI27407903R",,,,,,,
0.1665,UD8_1,"	M0540064PI27407901Z",,,,,,,
0.1494,UD8_1,"	M0540064PI27407903K",,,,,,,
0.1671,UD8_1,"	M0540064PI27407903C",,,,,,,
0.1464,UD8_1,"	M0540064PI27407903F",,,,,,,
0.1496,UD8_1,"	M0540064PI27407903D",,,,,,,
0.1592,UD8_1,"	M0540064PI27407902R",,,,,,,
0.2244,UD8_1,"	M0540064PI274079044",,,,,,,
0.1758,UD8_1,"	M0540064PI27407901S",,,,,,,
0.1837,UD8_1,"	M0540064PI27407900A",,,,,,,
0.1619,UD8_1,"	M0540064PI27407902Y",,,,,,,
0.1558,UD8_1,"	M0540064PI27407900F",,,,,,,
0.1555,UD8_1,"	M0540064PI27407901E",,,,,,,
0.1451,UD8_1,"	M0540064PI27407901F",,,,,,,
0.1599,UD8_1,"	M0540064PI27407900W",,,,,,,
0.1729,UD8_1,"	M0540064PI27407900Y",,,,,,,
0.151,UD8_1,"	M0540064PI27407900D",,,,,,,
0.1395,UD8_1,"	M0540064PI27407901G",,,,,,,
0.1498,UD8_1,"	M0540064PI27407900B",,,,,,,
0.1517,UD8_1,"	M0540064PI27407900C",,,,,,,
0.1656,UD8_1,"	M0540064PI274079001",,,,,,,
0.152,UD8_1,"	M0540064PI27407900Z",,,,,,,
0.1619,UD8_1,"	M0540064PI274079013",,,,,,,
0.1923,UD8_1,"	M0540064PI27407900H",,,,,,,
0.1581,UD8_1,"	M0540064PI274079017",,,,,,,
0.1674,UD8_1,"	M0540064PI274079012",,,,,,,
0.1573,UD8_1,"	M0540064PI274079010",,,,,,,
0.161,UD8_1,"	M0540064PI274079009",,,,,,,
0.1479,UD8_1,"	M0540064PI27407901K",,,,,,,
0.1446,UD8_1,"	M0540064PI274079008",,,,,,,
0.1499,UD8_1,"	M0540064PI274079007",,,,,,,
0.1534,UD8_1,"	M0540064PI274079016",,,,,,,
0.1333,UD8_1,"	M0540064PI274079003",,,,,,,
0.1459,UD8_1,"	M0540064PI274079011",,,,,,,
0.1578,UD8_1,"	M0540064PI27407900E",,,,,,,
0.1638,UD8_1,"	M0540064PI27407900N",,,,,,,
0.1871,UD8_1,"	M0540064PI274079033",,,,,,,
0.1455,UD8_1,"	M0540064PI27407902X",,,,,,,
0.1828,UD8_1,"	M0540064PI27407902U",,,,,,,
0.139,UD8_1,"	M0540064PI27407902N",,,,,,,
0.1592,UD8_1,"	M0540064PI27407901X",,,,,,,
0.152,UD8_1,"	M0540064PI27407901W",,,,,,,
0.1637,UD8_1,"	M0540064PI274079028",,,,,,,
0.1444,UD8_1,"	M0540064PI27407901V",,,,,,,
0.1512,UD8_1,"	M0540064PI274079019",,,,,,,
0.2209,UD8_1,"	M0540064PI27407901M",,,,,,,
0.1367,UD8_1,"	M0540064PI27407901P",,,,,,,
0.1624,UD8_1,"	M0540064PI27407901U",,,,,,,
0.1641,UD8_1,"	M0540064PI274079020",,,,,,,
0.1758,UD8_1,"	M0540064PI27407900S",,,,,,,
0.1683,UD8_1,"	M0540064PI27407900V",,,,,,,
0.148,UD8_1,"	M0540064PI27407901L",,,,,,,
0.1717,UD8_1,"	M0540064PI274079023",,,,,,,
0.1605,UD8_1,"	M0540064PI27407901N",,,,,,,
0.1514,UD8_1,"	M0540064PI27407901J",,,,,,,
0.1673,UD8_1,"	M0540064PI27407901R",,,,,,,
0.1441,UD8_1,"	M0540064PI27407902T",,,,,,,
0.158,UD8_1,"	M0540064PI274079025",,,,,,,
0.1451,UD8_1,"	M0540064PI27407902S",,,,,,,
0.162,UD8_1,"	M0540064PI27407902M",,,,,,,
0.1656,UD8_1,"	M0540064PI27407904D",,,,,,,
0.1632,UD8_1,"	M0540064PI27407903Z",,,,,,,
0.1626,UD8_1,"	M0540064PI274079029",,,,,,,
0.141,UD8_1,"	M0540064PI27407901C",,,,,,,
0.1676,UD8_1,"	M0540064PI274079036",,,,,,,
0.152,UD8_1,"	M0540064PI274079049",,,,,,,
0.1562,UD8_1,"	M0540064PI27407904E",,,,,,,
0.1436,UD8_1,"	M0540064PI27407904B",,,,,,,
0.1509,UD8_1,"	M0540064PI27407903P",,,,,,,
0.1581,UD8_1,"	M0540064PI27407902E",,,,,,,
0.1491,UD8_1,"	M0540064PI27407902C",,,,,,,
0.1728,UD8_1,"	M0540064PI27407902D",,,,,,,
0.1758,UD8_1,"	M0540064PI27407902A",,,,,,,
0.1437,UD8_1,"	M0540064PI27407904J",,,,,,,
0.1342,UD8_1,"	M0540064PI274079021",,,,,,,
0.1595,UD8_1,"	M0540064PI27407904K",,,,,,,
0.1438,UD8_1,"	M0540064PI27407904M",,,,,,,
0.1463,UD8_1,"	M0540064PI27407904N",,,,,,,
0.144,UD8_1,"	M0540064PI27407904G",,,,,,,
0.1481,UD8_1,"	M0540064PI27407904H",,,,,,,
0.1479,UD8_1,"	M0540064PI27407900J",,,,,,,
0.1685,UD8_1,"	M0540064PI27407901D",,,,,,,
0.1652,UD8_1,"	M0540064PI274079022",,,,,,,
0.1857,UD8_1,"	M0540064PI274079026",,,,,,,
0.1507,UD8_1,"	M0540064PI274079045",,,,,,,
0.1555,UD8_1,"	M0540064PI27407904C",,,,,,,
0.1939,UD8_1,"	M0540064PI27407904A",,,,,,,
0.1577,UD8_1,"	M0540064PI27407902K",,,,,,,
0.1678,UD8_1,"	M0540064PI27407902L",,,,,,,
0.1554,UD8_1,"	M0540064PI27407902J",,,,,,,
0.1952,UD8_1,"	M0540064PI27407902V",,,,,,,
0.1726,UD8_1,"	M0540064PI27407904F",,,,,,,
0.1676,UD8_1,"	M0540064PI274079048",,,,,,,
0.1527,UD8_1,"	M0540064PI274079042",,,,,,,
0.1611,UD8_1,"	M0540064PI274079040",,,,,,,
0.159,UD8_1,"	M0540064PI274079047",,,,,,,
0.1712,UD8_1,"	M0540064PI274079043",,,,,,,
0.1462,UD8_1,"	M0540064PI27407903Y",,,,,,,
0.1405,UD8_1,"	M0540064PI274079046",,,,,,,
0.1606,UD8_1,"	M0540064PI27407903U",,,,,,,
0.1646,UD8_1,"	M0540064PI27407903R",,,,,,,
0.1584,UD8_1,"	M0540064PI27407901Z",,,,,,,
0.1556,UD8_1,"	M0540064PI27407903K",,,,,,,
0.1499,UD8_1,"	M0540064PI27407903C",,,,,,,
0.147,UD8_1,"	M0540064PI27407903F",,,,,,,
0.1324,UD8_1,"	M0540064PI27407903D",,,,,,,
0.1528,UD8_1,"	M0540064PI27407902R",,,,,,,
0.2203,UD8_1,"	M0540064PI274079044",,,,,,,
0.1723,UD8_1,"	M0540064PI27407901S",,,,,,,
0.2138,UD8_1,"	M0540064PI27407900A",,,,,,,
0.1728,UD8_1,"	M0540064PI27407902Y",,,,,,,
0.1642,UD8_1,"	M0540064PI27407900F",,,,,,,
0.1605,UD8_1,"	M0540064PI27407901E",,,,,,,
0.1685,UD8_1,"	M0540064PI27407901F",,,,,,,
0.1683,UD8_1,"	M0540064PI27407900W",,,,,,,
0.1684,UD8_1,"	M0540064PI27407900Y",,,,,,,
0.1645,UD8_1,"	M0540064PI27407900D",,,,,,,
0.1677,UD8_1,"	M0540064PI27407901G",,,,,,,
0.1706,UD8_1,"	M0540064PI27407900B",,,,,,,
0.1681,UD8_1,"	M0540064PI27407900C",,,,,,,
0.1757,UD8_1,"	M0540064PI274079001",,,,,,,
0.1778,UD8_1,"	M0540064PI27407900Z",,,,,,,
0.1691,UD8_1,"	M0540064PI274079013",,,,,,,
0.1875,UD8_1,"	M0540064PI27407900H",,,,,,,
0.1687,UD8_1,"	M0540064PI274079017",,,,,,,
0.1879,UD8_1,"	M0540064PI274079012",,,,,,,
0.1779,UD8_1,"	M0540064PI274079010",,,,,,,
0.18,UD8_1,"	M0540064PI274079009",,,,,,,
0.1624,UD8_1,"	M0540064PI27407901K",,,,,,,
0.1634,UD8_1,"	M0540064PI274079008",,,,,,,
0.1772,UD8_1,"	M0540064PI274079007",,,,,,,
0.1619,UD8_1,"	M0540064PI274079016",,,,,,,
0.1628,UD8_1,"	M0540064PI274079003",,,,,,,
0.1616,UD8_1,"	M0540064PI274079011",,,,,,,
0.1759,UD8_1,"	M0540064PI27407900E",,,,,,,
0.1619,UD8_1,"	M0540064PI27407900N",,,,,,,
0.1794,UD8_1,"	M0540064PI274079033",,,,,,,
0.1595,UD8_1,"	M0540064PI27407902X",,,,,,,
0.1816,UD8_1,"	M0540064PI27407902U",,,,,,,
0.1673,UD8_1,"	M0540064PI27407902N",,,,,,,
0.1755,UD8_1,"	M0540064PI27407901X",,,,,,,
0.1582,UD8_1,"	M0540064PI27407901W",,,,,,,
0.1728,UD8_1,"	M0540064PI274079028",,,,,,,
0.1708,UD8_1,"	M0540064PI27407901V",,,,,,,
0.1552,UD8_1,"	M0540064PI274079019",,,,,,,
0.1992,UD8_1,"	M0540064PI27407901M",,,,,,,
0.1529,UD8_1,"	M0540064PI27407901P",,,,,,,
0.1589,UD8_1,"	M0540064PI27407901U",,,,,,,
0.1745,UD8_1,"	M0540064PI274079020",,,,,,,
0.1646,UD8_1,"	M0540064PI27407900S",,,,,,,
0.183,UD8_1,"	M0540064PI27407900V",,,,,,,
0.166,UD8_1,"	M0540064PI27407901L",,,,,,,
0.1769,UD8_1,"	M0540064PI274079023",,,,,,,
0.1667,UD8_1,"	M0540064PI27407901N",,,,,,,
0.1627,UD8_1,"	M0540064PI27407901J",,,,,,,
0.1617,UD8_1,"	M0540064PI27407901R",,,,,,,
0.1498,UD8_1,"	M0540064PI27407902T",,,,,,,
0.1589,UD8_1,"	M0540064PI274079025",,,,,,,
0.1762,UD8_1,"	M0540064PI27407902S",,,,,,,
0.1654,UD8_1,"	M0540064PI27407902M",,,,,,,
0.1638,UD8_1,"	M0540064PI27407904D",,,,,,,
0.1717,UD8_1,"	M0540064PI27407903Z",,,,,,,
0.1804,UD8_1,"	M0540064PI274079029",,,,,,,
0.1507,UD8_1,"	M0540064PI27407901C",,,,,,,
0.1708,UD8_1,"	M0540064PI274079036",,,,,,,
0.1662,UD8_1,"	M0540064PI274079049",,,,,,,
0.1654,UD8_1,"	M0540064PI27407904E",,,,,,,
0.1391,UD8_1,"	M0540064PI27407904B",,,,,,,
0.1709,UD8_1,"	M0540064PI27407903P",,,,,,,
0.1623,UD8_1,"	M0540064PI27407902E",,,,,,,
0.1693,UD8_1,"	M0540064PI27407902C",,,,,,,
0.1748,UD8_1,"	M0540064PI27407902D",,,,,,,
0.1667,UD8_1,"	M0540064PI27407902A",,,,,,,
0.1576,UD8_1,"	M0540064PI27407904J",,,,,,,
0.1392,UD8_1,"	M0540064PI274079021",,,,,,,
0.1748,UD8_1,"	M0540064PI27407904K",,,,,,,
0.1634,UD8_1,"	M0540064PI27407904M",,,,,,,
0.1676,UD8_1,"	M0540064PI27407904N",,,,,,,
0.1587,UD8_1,"	M0540064PI27407904G",,,,,,,
0.1778,UD8_1,"	M0540064PI27407904H",,,,,,,
0.1588,UD8_1,"	M0540064PI27407900J",,,,,,,
0.1815,UD8_1,"	M0540064PI27407901D",,,,,,,
0.1795,UD8_1,"	M0540064PI274079022",,,,,,,
0.1927,UD8_1,"	M0540064PI274079026",,,,,,,
0.1723,UD8_1,"	M0540064PI274079045",,,,,,,
0.1772,UD8_1,"	M0540064PI27407904C",,,,,,,
0.2133,UD8_1,"	M0540064PI27407904A",,,,,,,
0.1682,UD8_1,"	M0540064PI27407902K",,,,,,,
0.156,UD8_1,"	M0540064PI27407902L",,,,,,,
0.1466,UD8_1,"	M0540064PI27407902J",,,,,,,
0.2062,UD8_1,"	M0540064PI27407902V",,,,,,,
0.1915,UD8_1,"	M0540064PI27407904F",,,,,,,
0.1717,UD8_1,"	M0540064PI274079048",,,,,,,
0.1605,UD8_1,"	M0540064PI274079042",,,,,,,
0.1732,UD8_1,"	M0540064PI274079040",,,,,,,
0.1881,UD8_1,"	M0540064PI274079047",,,,,,,
0.1964,UD8_1,"	M0540064PI274079043",,,,,,,
0.1715,UD8_1,"	M0540064PI27407903Y",,,,,,,
0.1622,UD8_1,"	M0540064PI274079046",,,,,,,
0.1727,UD8_1,"	M0540064PI27407903U",,,,,,,
0.1651,UD8_1,"	M0540064PI27407903R",,,,,,,
0.1542,UD8_1,"	M0540064PI27407901Z",,,,,,,
0.1618,UD8_1,"	M0540064PI27407903K",,,,,,,
0.1707,UD8_1,"	M0540064PI27407903C",,,,,,,
0.143,UD8_1,"	M0540064PI27407903F",,,,,,,
0.1434,UD8_1,"	M0540064PI27407903D",,,,,,,
0.1731,UD8_1,"	M0540064PI27407902R",,,,,,,
0.2165,UD8_1,"	M0540064PI274079044",,,,,,,
0.1846,UD8_1,"	M0540064PI27407901S",,,,,,,
0.1868,UD8_1,"	M0540064PI27407900A",,,,,,,
0.168,UD8_1,"	M0540064PI27407902Y",,,,,,,
0.1586,UD8_1,"	M0540064PI27407900F",,,,,,,
0.1529,UD8_1,"	M0540064PI27407901E",,,,,,,
0.1584,UD8_1,"	M0540064PI27407901F",,,,,,,
0.1678,UD8_1,"	M0540064PI27407900W",,,,,,,
0.1795,UD8_1,"	M0540064PI27407900Y",,,,,,,
0.1566,UD8_1,"	M0540064PI27407900D",,,,,,,
0.1658,UD8_1,"	M0540064PI27407901G",,,,,,,
0.1685,UD8_1,"	M0540064PI27407900B",,,,,,,
0.165,UD8_1,"	M0540064PI27407900C",,,,,,,
0.1647,UD8_1,"	M0540064PI274079001",,,,,,,
0.1783,UD8_1,"	M0540064PI27407900Z",,,,,,,
0.1668,UD8_1,"	M0540064PI274079013",,,,,,,
0.1895,UD8_1,"	M0540064PI27407900H",,,,,,,
0.1609,UD8_1,"	M0540064PI274079017",,,,,,,
0.1941,UD8_1,"	M0540064PI274079012",,,,,,,
0.1754,UD8_1,"	M0540064PI274079010",,,,,,,
0.1718,UD8_1,"	M0540064PI274079009",,,,,,,
0.1599,UD8_1,"	M0540064PI27407901K",,,,,,,
0.1673,UD8_1,"	M0540064PI274079008",,,,,,,
0.1537,UD8_1,"	M0540064PI274079007",,,,,,,
0.1468,UD8_1,"	M0540064PI274079016",,,,,,,
0.1542,UD8_1,"	M0540064PI274079003",,,,,,,
0.1453,UD8_1,"	M0540064PI274079011",,,,,,,
0.1767,UD8_1,"	M0540064PI27407900E",,,,,,,
0.1672,UD8_1,"	M0540064PI27407900N",,,,,,,
0.1835,UD8_1,"	M0540064PI274079033",,,,,,,
0.1542,UD8_1,"	M0540064PI27407902X",,,,,,,
0.1863,UD8_1,"	M0540064PI27407902U",,,,,,,
0.1718,UD8_1,"	M0540064PI27407902N",,,,,,,
0.1589,UD8_1,"	M0540064PI27407901X",,,,,,,
0.1559,UD8_1,"	M0540064PI27407901W",,,,,,,
0.1994,UD8_1,"	M0540064PI274079028",,,,,,,
0.1682,UD8_1,"	M0540064PI27407901V",,,,,,,
0.1528,UD8_1,"	M0540064PI274079019",,,,,,,
0.2137,UD8_1,"	M0540064PI27407901M",,,,,,,
0.1496,UD8_1,"	M0540064PI27407901P",,,,,,,
0.1715,UD8_1,"	M0540064PI27407901U",,,,,,,
0.1744,UD8_1,"	M0540064PI274079020",,,,,,,
0.1565,UD8_1,"	M0540064PI27407900S",,,,,,,
0.187,UD8_1,"	M0540064PI27407900V",,,,,,,
0.1491,UD8_1,"	M0540064PI27407901L",,,,,,,
0.1938,UD8_1,"	M0540064PI274079023",,,,,,,
0.1626,UD8_1,"	M0540064PI27407901N",,,,,,,
0.1557,UD8_1,"	M0540064PI27407901J",,,,,,,
0.1639,UD8_1,"	M0540064PI27407901R",,,,,,,
0.1474,UD8_1,"	M0540064PI27407902T",,,,,,,
0.1583,UD8_1,"	M0540064PI274079025",,,,,,,
0.1619,UD8_1,"	M0540064PI27407902S",,,,,,,
0.1647,UD8_1,"	M0540064PI27407902M",,,,,,,
0.1532,UD8_1,"	M0540064PI27407904D",,,,,,,
0.1727,UD8_1,"	M0540064PI27407903Z",,,,,,,
0.1742,UD8_1,"	M0540064PI274079029",,,,,,,
0.1456,UD8_1,"	M0540064PI27407901C",,,,,,,
0.1696,UD8_1,"	M0540064PI274079036",,,,,,,
0.1645,UD8_1,"	M0540064PI274079049",,,,,,,
0.1533,UD8_1,"	M0540064PI27407904E",,,,,,,
0.1409,UD8_1,"	M0540064PI27407904B",,,,,,,
0.1676,UD8_1,"	M0540064PI27407903P",,,,,,,
0.1679,UD8_1,"	M0540064PI27407902E",,,,,,,
0.1651,UD8_1,"	M0540064PI27407902C",,,,,,,
0.1549,UD8_1,"	M0540064PI27407902D",,,,,,,
0.1729,UD8_1,"	M0540064PI27407902A",,,,,,,
0.1537,UD8_1,"	M0540064PI27407904J",,,,,,,
0.1318,UD8_1,"	M0540064PI274079021",,,,,,,
0.1693,UD8_1,"	M0540064PI27407904K",,,,,,,
0.1422,UD8_1,"	M0540064PI27407904M",,,,,,,
0.1595,UD8_1,"	M0540064PI27407904N",,,,,,,
0.1508,UD8_1,"	M0540064PI27407904G",,,,,,,
0.1734,UD8_1,"	M0540064PI27407904H",,,,,,,
0.1617,UD8_1,"	M0540064PI27407900J",,,,,,,
0.1863,UD8_1,"	M0540064PI27407901D",,,,,,,
0.1717,UD8_1,"	M0540064PI274079022",,,,,,,
0.1984,UD8_1,"	M0540064PI274079026",,,,,,,
0.1572,UD8_1,"	M0540064PI274079045",,,,,,,
0.1679,UD8_1,"	M0540064PI27407904C",,,,,,,
0.2048,UD8_1,"	M0540064PI27407904A",,,,,,,
0.1606,UD8_1,"	M0540064PI27407902K",,,,,,,
0.1724,UD8_1,"	M0540064PI27407902L",,,,,,,
0.1524,UD8_1,"	M0540064PI27407902J",,,,,,,
0.181,UD8_1,"	M0540064PI27407902V",,,,,,,
0.2018,UD8_1,"	M0540064PI27407904F",,,,,,,
0.1641,UD8_1,"	M0540064PI274079048",,,,,,,
0.1517,UD8_1,"	M0540064PI274079042",,,,,,,
0.155,UD8_1,"	M0540064PI274079040",,,,,,,
0.1766,UD8_1,"	M0540064PI274079047",,,,,,,
0.183,UD8_1,"	M0540064PI274079043",,,,,,,
0.1649,UD8_1,"	M0540064PI27407903Y",,,,,,,
0.1428,UD8_1,"	M0540064PI274079046",,,,,,,
0.167,UD8_1,"	M0540064PI27407903U",,,,,,,
0.1574,UD8_1,"	M0540064PI27407903R",,,,,,,
0.1611,UD8_1,"	M0540064PI27407901Z",,,,,,,
0.1453,UD8_1,"	M0540064PI27407903K",,,,,,,
0.1666,UD8_1,"	M0540064PI27407903C",,,,,,,
0.1393,UD8_1,"	M0540064PI27407903F",,,,,,,
0.1401,UD8_1,"	M0540064PI27407903D",,,,,,,
0.169,UD8_1,"	M0540064PI27407902R",,,,,,,
0.2112,UD8_1,"	M0540064PI274079044",,,,,,,
0.1661,UD8_1,"	M0540064PI27407901S",,,,,,,
0.2186,UD8_1,"	M0540064PI27407900A",,,,,,,
0.1769,UD8_1,"	M0540064PI27407902Y",,,,,,,
0.1643,UD8_1,"	M0540064PI27407900F",,,,,,,
0.1697,UD8_1,"	M0540064PI27407901E",,,,,,,
0.1688,UD8_1,"	M0540064PI27407901F",,,,,,,
0.1716,UD8_1,"	M0540064PI27407900W",,,,,,,
0.1689,UD8_1,"	M0540064PI27407900Y",,,,,,,
0.1642,UD8_1,"	M0540064PI27407900D",,,,,,,
0.1646,UD8_1,"	M0540064PI27407901G",,,,,,,
0.1813,UD8_1,"	M0540064PI27407900B",,,,,,,
0.1651,UD8_1,"	M0540064PI27407900C",,,,,,,
0.169,UD8_1,"	M0540064PI274079001",,,,,,,
0.1769,UD8_1,"	M0540064PI27407900Z",,,,,,,
0.1763,UD8_1,"	M0540064PI274079013",,,,,,,
0.1835,UD8_1,"	M0540064PI27407900H",,,,,,,
0.1684,UD8_1,"	M0540064PI274079017",,,,,,,
0.178,UD8_1,"	M0540064PI274079012",,,,,,,
0.1615,UD8_1,"	M0540064PI274079010",,,,,,,
0.1754,UD8_1,"	M0540064PI274079009",,,,,,,
0.168,UD8_1,"	M0540064PI27407901K",,,,,,,
0.178,UD8_1,"	M0540064PI274079008",,,,,,,
0.1657,UD8_1,"	M0540064PI274079007",,,,,,,
0.161,UD8_1,"	M0540064PI274079016",,,,,,,
0.1617,UD8_1,"	M0540064PI274079003",,,,,,,
0.1614,UD8_1,"	M0540064PI274079011",,,,,,,
0.1784,UD8_1,"	M0540064PI27407900E",,,,,,,
0.1585,UD8_1,"	M0540064PI27407900N",,,,,,,
0.1825,UD8_1,"	M0540064PI274079033",,,,,,,
0.1558,UD8_1,"	M0540064PI27407902X",,,,,,,
0.2031,UD8_1,"	M0540064PI27407902U",,,,,,,
0.1649,UD8_1,"	M0540064PI27407902N",,,,,,,
0.163,UD8_1,"	M0540064PI27407901X",,,,,,,
0.1657,UD8_1,"	M0540064PI27407901W",,,,,,,
0.1732,UD8_1,"	M0540064PI274079028",,,,,,,
0.1658,UD8_1,"	M0540064PI27407901V",,,,,,,
0.1684,UD8_1,"	M0540064PI274079019",,,,,,,
0.2133,UD8_1,"	M0540064PI27407901M",,,,,,,
0.1578,UD8_1,"	M0540064PI27407901P",,,,,,,
0.1708,UD8_1,"	M0540064PI27407901U",,,,,,,
0.1681,UD8_1,"	M0540064PI274079020",,,,,,,
0.1817,UD8_1,"	M0540064PI27407900S",,,,,,,
0.1761,UD8_1,"	M0540064PI27407900V",,,,,,,
0.1681,UD8_1,"	M0540064PI27407901L",,,,,,,
0.1776,UD8_1,"	M0540064PI274079023",,,,,,,
0.1644,UD8_1,"	M0540064PI27407901N",,,,,,,
0.1652,UD8_1,"	M0540064PI27407901J",,,,,,,
0.2087,UD8_1,"	M0540064PI27407901R",,,,,,,
0.1623,UD8_1,"	M0540064PI27407902T",,,,,,,
0.1609,UD8_1,"	M0540064PI274079025",,,,,,,
0.1661,UD8_1,"	M0540064PI27407902S",,,,,,,
0.1726,UD8_1,"	M0540064PI27407902M",,,,,,,
0.1664,UD8_1,"	M0540064PI27407904D",,,,,,,
0.1774,UD8_1,"	M0540064PI27407903Z",,,,,,,
0.1736,UD8_1,"	M0540064PI274079029",,,,,,,
0.1585,UD8_1,"	M0540064PI27407901C",,,,,,,
0.163,UD8_1,"	M0540064PI274079036",,,,,,,
0.1724,UD8_1,"	M0540064PI274079049",,,,,,,
0.1637,UD8_1,"	M0540064PI27407904E",,,,,,,
0.1462,UD8_1,"	M0540064PI27407904B",,,,,,,
0.1733,UD8_1,"	M0540064PI27407903P",,,,,,,
0.1703,UD8_1,"	M0540064PI27407902E",,,,,,,
0.1629,UD8_1,"	M0540064PI27407902C",,,,,,,
0.1682,UD8_1,"	M0540064PI27407902D",,,,,,,
0.1703,UD8_1,"	M0540064PI27407902A",,,,,,,
0.1523,UD8_1,"	M0540064PI27407904J",,,,,,,
0.1386,UD8_1,"	M0540064PI274079021",,,,,,,
0.1732,UD8_1,"	M0540064PI27407904K",,,,,,,
0.1544,UD8_1,"	M0540064PI27407904M",,,,,,,
0.1736,UD8_1,"	M0540064PI27407904N",,,,,,,
0.1608,UD8_1,"	M0540064PI27407904G",,,,,,,
0.1879,UD8_1,"	M0540064PI27407904H",,,,,,,
0.1654,UD8_1,"	M0540064PI27407900J",,,,,,,
0.1802,UD8_1,"	M0540064PI27407901D",,,,,,,
0.1718,UD8_1,"	M0540064PI274079022",,,,,,,
0.1854,UD8_1,"	M0540064PI274079026",,,,,,,
0.1671,UD8_1,"	M0540064PI274079045",,,,,,,
0.185,UD8_1,"	M0540064PI27407904C",,,,,,,
0.1781,UD8_1,"	M0540064PI27407904A",,,,,,,
0.1642,UD8_1,"	M0540064PI27407902K",,,,,,,
0.1614,UD8_1,"	M0540064PI27407902L",,,,,,,
0.1554,UD8_1,"	M0540064PI27407902J",,,,,,,
0.2054,UD8_1,"	M0540064PI27407902V",,,,,,,
0.1854,UD8_1,"	M0540064PI27407904F",,,,,,,
0.1841,UD8_1,"	M0540064PI274079048",,,,,,,
0.1568,UD8_1,"	M0540064PI274079042",,,,,,,
0.1679,UD8_1,"	M0540064PI274079040",,,,,,,
0.1783,UD8_1,"	M0540064PI274079047",,,,,,,
0.19,UD8_1,"	M0540064PI274079043",,,,,,,
0.1675,UD8_1,"	M0540064PI27407903Y",,,,,,,
0.1589,UD8_1,"	M0540064PI274079046",,,,,,,
0.1707,UD8_1,"	M0540064PI27407903U",,,,,,,
0.1695,UD8_1,"	M0540064PI27407903R",,,,,,,
0.1606,UD8_1,"	M0540064PI27407901Z",,,,,,,
0.1611,UD8_1,"	M0540064PI27407903K",,,,,,,
0.1696,UD8_1,"	M0540064PI27407903C",,,,,,,
0.1589,UD8_1,"	M0540064PI27407903F",,,,,,,
0.1395,UD8_1,"	M0540064PI27407903D",,,,,,,
0.1734,UD8_1,"	M0540064PI27407902R",,,,,,,
0.2004,UD8_1,"	M0540064PI274079044",,,,,,,
0.1835,UD8_1,"	M0540064PI27407901S",,,,,,,
0.178,UD8_1,"	M0540064PI27407900A",,,,,,,
0.1718,UD8_1,"	M0540064PI27407902Y",,,,,,,
0.1645,UD8_1,"	M0540064PI27407900F",,,,,,,
0.159,UD8_1,"	M0540064PI27407901E",,,,,,,
0.1691,UD8_1,"	M0540064PI27407901F",,,,,,,
0.1744,UD8_1,"	M0540064PI27407900W",,,,,,,
0.1761,UD8_1,"	M0540064PI27407900Y",,,,,,,
0.1582,UD8_1,"	M0540064PI27407900D",,,,,,,
0.1651,UD8_1,"	M0540064PI27407901G",,,,,,,
0.1664,UD8_1,"	M0540064PI27407900B",,,,,,,
0.165,UD8_1,"	M0540064PI27407900C",,,,,,,
0.1683,UD8_1,"	M0540064PI274079001",,,,,,,
0.1838,UD8_1,"	M0540064PI27407900Z",,,,,,,
0.1654,UD8_1,"	M0540064PI274079013",,,,,,,
0.1901,UD8_1,"	M0540064PI27407900H",,,,,,,
0.1758,UD8_1,"	M0540064PI274079017",,,,,,,
0.1762,UD8_1,"	M0540064PI274079012",,,,,,,
0.1701,UD8_1,"	M0540064PI274079010",,,,,,,
0.168,UD8_1,"	M0540064PI274079009",,,,,,,
0.1641,UD8_1,"	M0540064PI27407901K",,,,,,,
0.1669,UD8_1,"	M0540064PI274079008",,,,,,,
0.1552,UD8_1,"	M0540064PI274079007",,,,,,,
0.1451,UD8_1,"	M0540064PI274079016",,,,,,,
0.167,UD8_1,"	M0540064PI274079003",,,,,,,
0.1464,UD8_1,"	M0540064PI274079011",,,,,,,
0.1787,UD8_1,"	M0540064PI27407900E",,,,,,,
0.1607,UD8_1,"	M0540064PI27407900N",,,,,,,
0.1894,UD8_1,"	M0540064PI274079033",,,,,,,
0.1481,UD8_1,"	M0540064PI27407902X",,,,,,,
0.1856,UD8_1,"	M0540064PI27407902U",,,,,,,
0.1607,UD8_1,"	M0540064PI27407902N",,,,,,,
0.1527,UD8_1,"	M0540064PI27407901X",,,,,,,
0.16,UD8_1,"	M0540064PI27407901W",,,,,,,
0.1822,UD8_1,"	M0540064PI274079028",,,,,,,
0.1638,UD8_1,"	M0540064PI27407901V",,,,,,,
0.1575,UD8_1,"	M0540064PI274079019",,,,,,,
0.2484,UD8_1,"	M0540064PI27407901M",,,,,,,
0.1515,UD8_1,"	M0540064PI27407901P",,,,,,,
0.1732,UD8_1,"	M0540064PI27407901U",,,,,,,
0.1685,UD8_1,"	M0540064PI274079020",,,,,,,
0.1728,UD8_1,"	M0540064PI27407900S",,,,,,,
