value,designator,barcode,,mean,0.180228396,,,,,0.2162
0.1953,UD8_1,"	M0540064PI274079007",,,,,,,,0.2033
0.1782,UD8_1,"	M0540064PI274079016",,,,,,,,0.2033
0.1994,UD8_1,"	M0540064PI274079003",,,,,,,,0.2032
0.2011,UD8_1,"	M0540064PI274079011",,,,,,,,0.2032
0.1855,UD8_1,"	M0540064PI27407900E",,,,,,,,0.2031
0.1804,UD8_1,"	M0540064PI27407900N",,,,,,,,0.2031
0.1683,UD8_1,"	M0540064PI274079033",,,,,,,,0.2031
0.1864,UD8_1,"	M0540064PI27407902X",,,,,,,,0.203
0.171,UD8_1,"	M0540064PI27407902U",,,,,,,,0.203
0.1875,UD8_1,"	M0540064PI27407902N",,,,,,,,0.203
0.1823,UD8_1,"	M0540064PI27407901X",,,,,,,,0.2029
0.196,UD8_1,"	M0540064PI27407901W",,,,,,,,0.2029
0.1758,UD8_1,"	M0540064PI274079028",,,,,,,,0.2029
0.1824,UD8_1,"	M0540064PI27407901V",,,,,,,,0.2027
0.1933,UD8_1,"	M0540064PI274079019",,,,,,,,0.2027
0.1586,UD8_1,"	M0540064PI27407901M",,,,,,,,0.2027
0.1928,UD8_1,"	M0540064PI27407901P",,,,,,,,0.2027
0.1816,UD8_1,"	M0540064PI27407901U",,,,,,,,0.2027
0.1836,UD8_1,"	M0540064PI274079020",,,,,,,,0.2026
0.1741,UD8_1,"	M0540064PI27407900S",,,,,,,,0.2026
0.1831,UD8_1,"	M0540064PI27407900V",,,,,,,,0.2026
0.1753,UD8_1,"	M0540064PI27407901L",,,,,,,,0.2026
0.1764,UD8_1,"	M0540064PI274079023",,,,,,,,0.2024
0.1912,UD8_1,"	M0540064PI27407901N",,,,,,,,0.2024
0.2046,UD8_1,"	M0540064PI27407901J",,,,,,,,0.2024
0.1413,UD8_1,"	M0540064PI27407901R",,,,,,,,0.2024
0.1705,UD8_1,"	M0540064PI27407902T",,,,,,,,0.2023
0.1887,UD8_1,"	M0540064PI274079025",,,,,,,,0.2023
0.1923,UD8_1,"	M0540064PI27407902S",,,,,,,,0.2022
0.1869,UD8_1,"	M0540064PI27407902M",,,,,,,,0.2022
0.1857,UD8_1,"	M0540064PI27407904D",,,,,,,,0.2021
0.1656,UD8_1,"	M0540064PI27407903Z",,,,,,,,0.2021
0.1644,UD8_1,"	M0540064PI274079029",,,,,,,,0.2021
0.1798,UD8_1,"	M0540064PI27407901C",,,,,,,,0.202
0.1765,UD8_1,"	M0540064PI274079036",,,,,,,,0.202
0.1784,UD8_1,"	M0540064PI274079049",,,,,,,,0.202
0.1871,UD8_1,"	M0540064PI27407904E",,,,,,,,0.202
0.191,UD8_1,"	M0540064PI27407904B",,,,,,,,0.202
0.1841,UD8_1,"	M0540064PI27407903P",,,,,,,,0.202
0.1926,UD8_1,"	M0540064PI27407902E",,,,,,,,0.2019
0.1978,UD8_1,"	M0540064PI27407902C",,,,,,,,0.2019
0.1471,UD8_1,"	M0540064PI27407902D",,,,,,,,0.2019
0.1775,UD8_1,"	M0540064PI27407902A",,,,,,,,0.2018
0.2079,UD8_1,"	M0540064PI27407904J",,,,,,,,0.2018
0.1842,UD8_1,"	M0540064PI274079021",,,,,,,,0.2018
0.1825,UD8_1,"	M0540064PI27407904K",,,,,,,,0.2018
0.1691,UD8_1,"	M0540064PI27407904M",,,,,,,,0.2017
0.1894,UD8_1,"	M0540064PI27407904N",,,,,,,,0.2016
0.1889,UD8_1,"	M0540064PI27407904G",,,,,,,,0.2016
0.1995,UD8_1,"	M0540064PI27407904H",,,,,,,,0.2016
0.1843,UD8_1,"	M0540064PI27407900J",,,,,,,,0.2015
0.1819,UD8_1,"	M0540064PI27407901D",,,,,,,,0.2015
0.1779,UD8_1,"	M0540064PI274079022",,,,,,,,0.2015
0.1588,UD8_1,"	M0540064PI274079026",,,,,,,,0.2015
0.1826,UD8_1,"	M0540064PI274079045",,,,,,,,0.2014
0.1885,UD8_1,"	M0540064PI27407904C",,,,,,,,0.2014
0.1379,UD8_1,"	M0540064PI27407904A",,,,,,,,0.2014
0.2014,UD8_1,"	M0540064PI27407902K",,,,,,,,0.2013
0.1827,UD8_1,"	M0540064PI27407902L",,,,,,,,0.2013
0.1656,UD8_1,"	M0540064PI27407902J",,,,,,,,0.2013
0.1659,UD8_1,"	M0540064PI27407902V",,,,,,,,0.2013
0.1815,UD8_1,"	M0540064PI27407904F",,,,,,,,0.2013
0.1806,UD8_1,"	M0540064PI274079048",,,,,,,,0.2012
0.196,UD8_1,"	M0540064PI274079042",,,,,,,,0.2012
0.1779,UD8_1,"	M0540064PI274079040",,,,,,,,0.2012
0.1833,UD8_1,"	M0540064PI274079047",,,,,,,,0.2012
0.1755,UD8_1,"	M0540064PI274079043",,,,,,,,0.2012
0.1931,UD8_1,"	M0540064PI27407903Y",,,,,,,,0.2012
0.1747,UD8_1,"	M0540064PI274079046",,,,,,,,0.2012
0.1982,UD8_1,"	M0540064PI27407903U",,,,,,,,0.2012
0.1753,UD8_1,"	M0540064PI27407903R",,,,,,,,0.2011
0.1909,UD8_1,"	M0540064PI27407901Z",,,,,,,,0.2011
0.1911,UD8_1,"	M0540064PI27407903K",,,,,,,,0.2011
0.1966,UD8_1,"	M0540064PI27407903C",,,,,,,,0.2011
0.1858,UD8_1,"	M0540064PI27407903F",,,,,,,,0.2011
0.2033,UD8_1,"	M0540064PI27407903D",,,,,,,,0.2011
0.1832,UD8_1,"	M0540064PI27407902R",,,,,,,,0.201
0.157,UD8_1,"	M0540064PI274079044",,,,,,,,0.201
0.1877,UD8_1,"	M0540064PI27407901S",,,,,,,,0.201
0.1678,UD8_1,"	M0540064PI27407900A",,,,,,,,0.201
0.1855,UD8_1,"	M0540064PI27407902Y",,,,,,,,0.201
